Airline,Source,Destination,Total_Stops,Price,journey_day,journey_month,journey_year,Dep_Time_Sin,Dep_Time_Cos,Total_Duration_Minutes,Arrival_Time_Minutes,Arrival_Time_Sin,Arrival_Time_Cos
1,1,1,0,4377,24,3,2019,-0.4226182617407,0.9063077870366497,170,70,0.3007057995042731,0.9537169507482269
1,1,5,0,3943,18,6,2019,-0.6593458151000687,0.7518398074789775,180,15,0.06540312923014306,0.9978589232386035
8,1,5,0,4483,3,4,2019,-0.0218148850345609,0.9997620270799091,170,165,0.6593458151000688,0.7518398074789774
3,2,2,1,14231,24,3,2019,-0.8968727415326884,0.442288690219001,975,720,1.2246467991473532e-16,-1.0
2,1,1,2,17345,1,3,2019,0.7372773368101241,-0.6755902076156602,905,1435,-0.0218148850345609,0.9997620270799091
7,4,4,0,7414,6,3,2019,0.9600498543859287,-0.2798290140309919,135,560,0.6427876096865395,-0.7660444431189779
5,3,3,1,8073,6,5,2019,-0.9659258262890682,0.25881904510252113,390,90,0.3826834323650898,0.9238795325112867
7,5,6,1,12395,6,3,2019,-0.8191520442889916,-0.5735764363510464,1505,1005,-0.9469301294951056,-0.3214394653031618
2,2,2,1,8366,6,6,2019,0.6259234721840592,-0.7798844830928817,745,1310,-0.5372996083468242,0.8433914458128855
2,3,3,1,5117,3,4,2019,0.9997620270799091,-0.021814885034561256,1640,565,0.6259234721840592,-0.7798844830928817
5,3,3,1,12524,3,6,2019,0.7518398074789774,-0.6593458151000688,615,1140,-0.9659258262890682,0.25881904510252113
1,3,3,1,7191,15,5,2019,-0.7071067811865475,-0.7071067811865477,630,90,0.3826834323650898,0.9238795325112867
7,4,4,0,3687,24,5,2019,0.9600498543859287,-0.2798290140309919,135,560,0.6427876096865395,-0.7660444431189779
1,3,3,1,5894,24,6,2019,0.36243803828370175,-0.9320078692827984,625,1260,-0.7071067811865477,0.7071067811865474
7,1,5,0,5403,24,4,2019,0.5555702330196022,-0.8314696123025453,170,755,-0.15212338618991642,-0.9883615104677608
2,5,6,0,3625,6,5,2019,-0.4809887689193874,-0.8767267557075078,90,925,-0.7798844830928819,-0.625923472184059
2,3,3,2,10861,21,5,2019,0.9997620270799091,0.02181488503456116,800,1155,-0.9469301294951057,0.3214394653031615
1,4,4,0,6297,12,3,2019,-0.34202014332566866,-0.9396926207859084,135,935,-0.8064446042674827,-0.5913096483635822
3,5,6,0,5678,1,6,2019,0.9600498543859287,-0.2798290140309919,85,510,0.7933533402912352,-0.6087614290087207
3,1,1,1,9134,9,3,2019,0.9978589232386035,0.06540312923014305,1590,495,0.8314696123025451,-0.5555702330196023
5,3,3,1,10791,24,6,2019,0.08715574274765864,-0.9961946980917455,440,1140,-0.9659258262890682,0.25881904510252113
3,3,3,2,12819,24,6,2019,-0.2376858923261735,0.9713420698132613,810,755,-0.15212338618991642,-0.9883615104677608
1,3,3,1,6893,21,3,2019,0.9713420698132614,0.2376858923261731,300,605,0.48098876891938763,-0.8767267557075077
7,1,1,0,7240,9,3,2019,0.5372996083468238,-0.8433914458128857,165,755,-0.15212338618991642,-0.9883615104677608
6,1,5,0,3898,3,4,2019,0.08715574274765864,-0.9961946980917455,170,870,-0.6087614290087207,-0.7933533402912352
1,5,6,0,4049,3,4,2019,0.9940563382223196,-0.10886687485196461,90,475,0.8767267557075078,-0.48098876891938747
3,3,3,1,10262,15,6,2019,-0.9914448613738104,-0.13052619222005163,1145,755,-0.15212338618991642,-0.9883615104677608
4,4,4,0,3332,21,3,2019,0.819152044288992,-0.5735764363510458,135,635,0.36243803828370175,-0.9320078692827984
3,2,2,1,10844,9,6,2019,-0.6755902076156605,0.7372773368101239,890,720,1.2246467991473532e-16,-1.0
3,1,1,0,7229,24,3,2019,-0.8767267557075079,0.48098876891938736,160,1355,-0.36243803828370186,0.9320078692827984
3,2,2,1,13941,6,5,2019,0.9914448613738105,-0.13052619222005138,1330,280,0.9396926207859083,0.3420201433256688
1,3,3,1,5894,27,6,2019,0.15212338618991708,-0.9883615104677607,575,1260,-0.7071067811865477,0.7071067811865474
5,3,3,1,10197,18,5,2019,0.7071067811865476,-0.7071067811865475,600,1140,-0.9659258262890682,0.25881904510252113
3,1,1,1,13712,6,3,2019,-0.5187732581605212,-0.8549118706729467,1280,685,0.15212338618991708,-0.9883615104677607
1,3,3,1,5636,24,6,2019,0.49999999999999994,0.8660254037844387,325,445,0.9320078692827986,-0.3624380382837014
3,3,3,2,13014,6,6,2019,0.5735764363510464,-0.8191520442889916,1125,265,0.9153114791194471,0.40274668985873724
3,2,2,1,7064,1,4,2019,0.8064446042674828,-0.5913096483635821,740,1245,-0.7518398074789777,0.6593458151000684
3,2,2,1,10703,24,5,2019,-0.8064446042674829,0.591309648363582,1080,865,-0.5913096483635824,-0.8064446042674825
5,3,3,1,9646,27,5,2019,-0.3214394653031611,-0.9469301294951058,555,1350,-0.38268343236508956,0.9238795325112868
5,3,3,1,17057,6,3,2019,0.5555702330196022,0.8314696123025452,665,800,-0.34202014332566866,-0.9396926207859084
3,1,1,1,13817,12,3,2019,-0.9600498543859286,-0.27982901403099236,1050,625,0.4027466898587373,-0.9153114791194471
2,3,3,2,13748,6,3,2019,0.9997620270799091,0.02181488503456116,800,1155,-0.9469301294951057,0.3214394653031615
2,2,2,0,4880,21,4,2019,-0.7518398074789777,0.6593458151000684,155,1400,-0.17364817766693127,0.9848077530122079
1,4,4,0,3540,21,6,2019,0.9807852804032304,0.19509032201612833,145,460,0.90630778703665,-0.42261826174069933
4,1,5,0,3257,15,5,2019,0.9997620270799091,0.02181488503456116,160,515,0.7798844830928817,-0.6259234721840591
3,1,5,0,6478,3,6,2019,-0.887010833178222,0.46174861323503325,180,1370,-0.30070579950427384,0.9537169507482267
3,5,6,0,8040,18,6,2019,0.9600498543859287,-0.2798290140309919,85,510,0.7933533402912352,-0.6087614290087207
3,3,3,2,14300,12,6,2019,-0.8660254037844386,0.5000000000000001,995,755,-0.15212338618991642,-0.9883615104677608
3,2,2,1,14781,15,5,2019,0.8064446042674828,-0.5913096483635821,740,1245,-0.7518398074789777,0.6593458151000684
3,2,2,1,14939,9,6,2019,-0.8660254037844386,0.5000000000000001,735,495,0.8314696123025451,-0.5555702330196023
3,3,3,1,10262,24,6,2019,-0.7223639620597561,0.6915130557822688,450,265,0.9153114791194471,0.40274668985873724
2,2,2,1,6528,12,5,2019,-0.6259234721840587,-0.779884483092882,1440,875,-0.6259234721840587,-0.779884483092882
2,1,5,0,6121,1,5,2019,0.9990482215818578,-0.04361938736533589,165,535,0.7223639620597556,-0.6915130557822693
3,3,3,2,13029,18,5,2019,-0.9238795325112866,0.38268343236509,535,265,0.9153114791194471,0.40274668985873724
5,3,3,1,11421,27,3,2019,0.08715574274765864,-0.9961946980917455,430,1130,-0.9762960071199335,0.21643961393810246
5,3,3,1,7574,27,3,2019,0.9469301294951057,0.3214394653031615,870,1155,-0.9469301294951057,0.3214394653031615
2,3,3,2,11596,9,5,2019,-0.23768589232617313,-0.9713420698132614,1820,1155,-0.9469301294951057,0.3214394653031615
3,3,3,2,15129,24,5,2019,-0.2376858923261735,0.9713420698132613,1195,1140,-0.9659258262890682,0.25881904510252113
3,1,1,1,13555,18,3,2019,-0.5187732581605212,-0.8549118706729467,900,305,0.9713420698132614,0.2376858923261731
1,1,5,0,5780,12,4,2019,-0.9713420698132614,0.23768589232617307,175,1310,-0.5372996083468242,0.8433914458128855
7,2,2,1,9397,12,5,2019,-0.8191520442889918,0.573576436351046,765,545,0.6915130557822694,-0.7223639620597555
3,3,3,1,17024,6,3,2019,-0.9978589232386036,0.06540312923014237,610,265,0.9153114791194471,0.40274668985873724
6,3,3,1,5281,27,6,2019,0.9659258262890683,-0.25881904510252085,355,775,-0.23768589232617313,-0.9713420698132614
5,3,3,1,10348,18,5,2019,0.9600498543859287,-0.2798290140309919,925,1350,-0.38268343236508956,0.9238795325112868
2,3,3,1,12677,6,3,2019,-0.984807753012208,-0.17364817766693033,965,565,0.6259234721840592,-0.7798844830928817
5,3,3,1,15147,3,3,2019,-0.7798844830928819,-0.625923472184059,610,95,0.40274668985873724,0.9153114791194471
7,1,5,0,4668,12,6,2019,0.9659258262890683,-0.25881904510252085,160,580,0.5735764363510464,-0.8191520442889916
3,3,3,1,15554,9,5,2019,0.9600498543859287,-0.2798290140309919,715,1140,-0.9659258262890682,0.25881904510252113
4,1,5,0,3971,9,4,2019,0.9997620270799091,0.02181488503456116,160,515,0.7798844830928817,-0.6259234721840591
2,5,6,0,3100,3,5,2019,-0.7071067811865475,-0.7071067811865477,85,985,-0.9153114791194471,-0.40274668985873735
3,2,2,1,9663,6,5,2019,-0.8660254037844386,0.5000000000000001,845,605,0.48098876891938763,-0.8767267557075077
2,3,3,1,27430,1,3,2019,-0.2588190451025207,0.9659258262890683,1215,1155,-0.9469301294951057,0.3214394653031615
1,4,4,0,3540,12,5,2019,0.9807852804032304,0.19509032201612833,145,460,0.90630778703665,-0.42261826174069933
2,2,2,2,10676,21,5,2019,1.2246467991473532e-16,-1.0,1390,670,0.21643961393810318,-0.9762960071199333
3,2,2,1,13044,12,6,2019,-0.5187732581605212,-0.8549118706729467,1090,495,0.8314696123025451,-0.5555702330196023
3,2,2,1,14388,6,5,2019,-0.8660254037844386,0.5000000000000001,960,720,1.2246467991473532e-16,-1.0
1,1,5,0,3943,24,6,2019,0.8660254037844386,0.5000000000000001,170,410,0.9762960071199334,-0.2164396139381028
1,4,4,0,3597,3,6,2019,-0.6593458151000688,-0.7518398074789774,140,1025,-0.9713420698132613,-0.23768589232617343
2,1,1,1,5932,21,3,2019,0.04361938736533607,-0.9990482215818578,480,1190,-0.887010833178222,0.46174861323503325
3,3,3,1,10262,15,6,2019,0.13052619222005157,-0.9914448613738104,1015,265,0.9153114791194471,0.40274668985873724
7,3,3,0,6216,12,5,2019,-0.6427876096865393,-0.766044443118978,190,1070,-0.9990482215818578,-0.04361938736533613
1,2,2,0,4804,15,6,2019,-0.8064446042674829,0.591309648363582,165,1390,-0.21643961393810288,0.9762960071199334
5,3,3,1,14067,21,5,2019,0.13052619222005157,-0.9914448613738104,840,90,0.3826834323650898,0.9238795325112867
3,3,3,2,15129,18,5,2019,-0.953716950748227,0.3007057995042726,1430,1140,-0.9659258262890682,0.25881904510252113
3,3,3,2,13376,6,6,2019,0.9807852804032305,-0.19509032201612797,1300,265,0.9153114791194471,0.40274668985873724
2,3,3,2,10441,27,6,2019,-0.5000000000000004,0.8660254037844384,1275,1155,-0.9469301294951057,0.3214394653031615
3,1,5,0,4030,24,5,2019,1.0,6.123233995736766e-17,165,525,0.7518398074789774,-0.6593458151000688
3,3,3,1,17024,3,3,2019,0.8660254037844387,-0.4999999999999998,650,1130,-0.9762960071199335,0.21643961393810246
5,3,3,1,13017,9,4,2019,-0.9914448613738104,-0.13052619222005163,480,90,0.3826834323650898,0.9238795325112867
6,2,2,1,6686,6,6,2019,-0.13052619222005168,0.9914448613738104,495,465,0.8968727415326884,-0.44228869021900113
1,3,3,1,5636,15,6,2019,0.49999999999999994,0.8660254037844387,325,445,0.9320078692827986,-0.3624380382837014
1,3,3,1,6442,9,6,2019,0.9153114791194472,-0.40274668985873713,515,970,-0.8870108331782215,-0.46174861323503436
5,3,3,1,9486,21,5,2019,-0.27982901403099203,-0.9600498543859287,710,55,0.2376858923261731,0.9713420698132614
3,2,2,1,10844,21,5,2019,-0.8660254037844386,0.5000000000000001,1655,1415,-0.10886687485196514,0.9940563382223195
3,3,3,2,15318,3,6,2019,-0.8660254037844386,0.5000000000000001,505,265,0.9153114791194471,0.40274668985873724
2,3,3,1,5117,3,4,2019,-0.13052619222005132,-0.9914448613738105,1255,565,0.6259234721840592,-0.7798844830928817
1,3,3,1,6147,24,6,2019,-0.7372773368101239,-0.6755902076156604,290,1200,-0.8660254037844386,0.5000000000000001
5,3,3,1,7005,9,6,2019,-0.21643961393810293,-0.9762960071199334,490,1260,-0.7071067811865477,0.7071067811865474
4,2,2,0,3873,3,4,2019,-0.4226182617407,0.9063077870366497,140,40,0.17364817766693033,0.984807753012208
3,3,3,2,9270,21,3,2019,-0.9940563382223196,0.10886687485196471,1465,1130,-0.9762960071199335,0.21643961393810246
6,1,5,0,3898,27,6,2019,0.08715574274765864,-0.9961946980917455,170,870,-0.6087614290087207,-0.7933533402912352
3,2,2,1,14781,12,5,2019,0.8064446042674828,-0.5913096483635821,740,1245,-0.7518398074789777,0.6593458151000684
3,2,2,1,8586,24,5,2019,-0.8660254037844386,0.5000000000000001,735,495,0.8314696123025451,-0.5555702330196023
2,2,2,2,10697,9,5,2019,0.819152044288992,-0.5735764363510458,1415,475,0.8767267557075078,-0.48098876891938747
3,3,3,2,14300,27,6,2019,-0.8660254037844386,0.5000000000000001,995,755,-0.15212338618991642,-0.9883615104677608
1,1,1,0,8855,3,3,2019,-0.9713420698132614,0.23768589232617307,170,1305,-0.5555702330196022,0.8314696123025452
3,2,2,1,10844,12,5,2019,-0.9238795325112868,-0.3826834323650895,1545,1095,-0.9978589232386036,0.06540312923014237
3,3,3,1,17024,6,3,2019,0.5555702330196022,0.8314696123025452,1570,265,0.9153114791194471,0.40274668985873724
3,2,2,1,9314,1,5,2019,0.5913096483635826,-0.8064446042674824,1730,865,-0.5913096483635824,-0.8064446042674825
1,1,1,0,4777,24,3,2019,0.17364817766693033,0.984807753012208,165,205,0.7798844830928817,0.6259234721840591
2,2,2,1,7662,9,6,2019,1.2246467991473532e-16,-1.0,1515,795,-0.3214394653031611,-0.9469301294951058
1,3,3,1,6442,9,5,2019,0.9762960071199334,-0.2164396139381028,560,970,-0.8870108331782215,-0.46174861323503436
4,3,3,1,5264,12,6,2019,0.7518398074789774,-0.6593458151000688,270,795,-0.3214394653031611,-0.9469301294951058
3,3,3,1,12898,27,5,2019,-0.25881904510252035,-0.9659258262890684,925,265,0.9153114791194471,0.40274668985873724
2,5,6,0,6092,3,3,2019,-0.4809887689193874,-0.8767267557075078,90,925,-0.7798844830928819,-0.625923472184059
4,1,5,0,3311,21,5,2019,0.9997620270799091,0.02181488503456116,160,515,0.7798844830928817,-0.6259234721840591
3,3,3,1,6540,27,3,2019,-0.9469301294951057,0.3214394653031615,550,265,0.9153114791194471,0.40274668985873724
1,1,5,0,3419,27,5,2019,0.3826834323650898,0.9238795325112867,165,255,0.8968727415326884,0.44228869021900125
3,3,3,1,5177,3,4,2019,-0.5000000000000001,-0.8660254037844386,1355,755,-0.15212338618991642,-0.9883615104677608
2,3,3,0,8246,18,4,2019,-0.9997620270799091,0.021814885034561356,185,1270,-0.6755902076156605,0.7372773368101239
3,2,2,1,14676,9,6,2019,0.5913096483635826,-0.8064446042674824,690,1265,-0.6915130557822692,0.7223639620597557
5,3,3,1,13587,27,6,2019,0.13052619222005157,-0.9914448613738104,570,1260,-0.7071067811865477,0.7071067811865474
3,2,2,1,9663,6,5,2019,-0.6755902076156605,0.7372773368101239,730,560,0.6427876096865395,-0.7660444431189779
3,2,2,1,13044,12,6,2019,-0.9238795325112868,-0.3826834323650895,1055,605,0.48098876891938763,-0.8767267557075077
1,3,3,1,5073,3,4,2019,-0.8064446042674829,0.591309648363582,305,90,0.3826834323650898,0.9238795325112867
7,2,2,1,9345,21,5,2019,-0.9659258262890683,-0.25881904510252063,1550,1130,-0.9762960071199335,0.21643961393810246
3,2,2,1,9663,6,5,2019,-0.5187732581605212,-0.8549118706729467,1200,605,0.48098876891938763,-0.8767267557075077
5,3,3,1,14277,21,5,2019,0.8660254037844387,-0.4999999999999998,780,1260,-0.7071067811865477,0.7071067811865474
3,3,3,1,10262,1,6,2019,0.49999999999999994,-0.8660254037844387,1105,265,0.9153114791194471,0.40274668985873724
3,5,6,0,5678,27,3,2019,-0.9153114791194472,0.402746689858737,90,1265,-0.6915130557822692,0.7223639620597557
5,3,3,1,13727,15,5,2019,-0.8660254037844385,-0.5000000000000004,570,90,0.3826834323650898,0.9238795325112867
3,2,2,1,9663,6,5,2019,-0.8660254037844386,0.5000000000000001,960,720,1.2246467991473532e-16,-1.0
1,4,4,0,3858,12,5,2019,-0.6593458151000688,-0.7518398074789774,140,1025,-0.9713420698132613,-0.23768589232617343
4,3,3,1,4812,24,6,2019,0.7518398074789774,-0.6593458151000688,270,795,-0.3214394653031611,-0.9469301294951058
1,3,3,1,5775,27,6,2019,-0.5372996083468242,0.8433914458128855,345,215,0.8064446042674825,0.5913096483635825
3,2,2,1,10539,6,6,2019,0.5913096483635826,-0.8064446042674824,1450,585,0.5555702330196022,-0.8314696123025453
1,2,2,0,4804,3,6,2019,-0.7933533402912349,-0.6087614290087209,155,1085,-0.9997620270799091,0.021814885034561356
8,1,5,0,3383,12,6,2019,0.21643961393810318,-0.9762960071199333,165,835,-0.4809887689193874,-0.8767267557075078
1,1,1,1,8738,3,3,2019,-0.04361938736533627,-0.9990482215818578,295,1025,-0.9713420698132613,-0.23768589232617343
2,3,3,1,7165,27,3,2019,0.9807852804032304,0.19509032201612833,1535,410,0.9762960071199334,-0.2164396139381028
1,3,3,1,6412,24,6,2019,-0.8870108331782215,-0.46174861323503436,380,1350,-0.38268343236508956,0.9238795325112868
3,1,5,0,8016,27,6,2019,-0.9713420698132614,0.23768589232617307,185,1320,-0.5000000000000004,0.8660254037844384
3,1,1,1,11087,12,3,2019,-0.7798844830928816,0.6259234721840593,1120,915,-0.7518398074789773,-0.6593458151000691
4,4,4,0,3543,27,6,2019,0.5555702330196022,-0.8314696123025453,135,720,1.2246467991473532e-16,-1.0
3,2,2,1,12471,12,6,2019,-0.9238795325112868,-0.3826834323650895,730,280,0.9396926207859083,0.3420201433256688
3,3,3,1,10262,24,6,2019,0.7071067811865476,-0.7071067811865475,1165,265,0.9153114791194471,0.40274668985873724
2,1,1,0,4441,18,3,2019,-0.34202014332566866,-0.9396926207859084,170,970,-0.8870108331782215,-0.46174861323503436
5,3,3,1,12537,27,3,2019,0.9600498543859287,-0.2798290140309919,505,930,-0.7933533402912349,-0.6087614290087209
6,2,2,1,10091,24,3,2019,-0.40274668985873824,0.9153114791194467,555,460,0.90630778703665,-0.42261826174069933
2,1,5,0,6961,3,6,2019,-0.6915130557822692,0.7223639620597557,170,1435,-0.0218148850345609,0.9997620270799091
1,3,3,0,5013,24,4,2019,0.9940563382223196,0.10886687485196474,195,530,0.7372773368101241,-0.6755902076156602
2,3,3,0,6934,18,5,2019,0.9762960071199334,0.2164396139381029,170,480,0.8660254037844387,-0.4999999999999998
5,3,3,1,10877,3,6,2019,0.984807753012208,-0.1736481776669303,740,1140,-0.9659258262890682,0.25881904510252113
3,1,5,0,7229,18,4,2019,-0.7518398074789773,-0.6593458151000691,175,1090,-0.9990482215818578,0.043619387365335764
1,3,3,1,7048,27,3,2019,-0.8660254037844385,-0.5000000000000004,575,95,0.40274668985873724,0.9153114791194471
7,1,5,0,4878,27,6,2019,-0.9659258262890683,-0.25881904510252063,155,1175,-0.9153114791194472,0.402746689858737
3,2,2,1,10844,21,5,2019,-0.5187732581605212,-0.8549118706729467,570,1415,-0.10886687485196514,0.9940563382223195
3,3,3,2,15129,18,5,2019,-0.2376858923261735,0.9713420698132613,1760,265,0.9153114791194471,0.40274668985873724
1,1,5,0,3943,12,5,2019,0.13052619222005157,0.9914448613738104,175,205,0.7798844830928817,0.6259234721840591
4,3,3,1,5583,6,6,2019,0.9997620270799091,-0.021814885034561256,315,680,0.17364817766693028,-0.984807753012208
5,3,3,1,9646,6,6,2019,0.9600498543859287,-0.2798290140309919,545,970,-0.8870108331782215,-0.46174861323503436
5,3,3,1,7677,3,6,2019,0.7933533402912352,-0.6087614290087207,645,1155,-0.9469301294951057,0.3214394653031615
1,3,3,1,6842,1,6,2019,0.9762960071199334,0.2164396139381029,295,605,0.48098876891938763,-0.8767267557075077
3,5,6,0,4995,24,6,2019,0.7518398074789774,-0.6593458151000688,90,615,0.4422886902190013,-0.8968727415326883
7,2,2,1,9555,9,6,2019,0.9537169507482269,-0.30070579950427295,700,1130,-0.9762960071199335,0.21643961393810246
1,1,5,0,4077,1,6,2019,0.3826834323650898,0.9238795325112867,165,255,0.8968727415326884,0.44228869021900125
3,1,5,0,7229,12,5,2019,-0.7518398074789773,-0.6593458151000691,175,1090,-0.9990482215818578,0.043619387365335764
5,3,3,1,12192,9,6,2019,0.7071067811865476,-0.7071067811865475,600,1140,-0.9659258262890682,0.25881904510252113
2,1,5,0,5911,12,4,2019,0.49999999999999994,-0.8660254037844387,165,765,-0.19509032201612792,-0.9807852804032305
2,3,3,1,8372,12,6,2019,0.7071067811865476,-0.7071067811865475,615,1155,-0.9469301294951057,0.3214394653031615
3,5,6,0,4995,18,3,2019,0.9537169507482269,-0.30070579950427295,85,515,0.7798844830928817,-0.6259234721840591
5,3,3,1,14323,9,5,2019,0.49999999999999994,-0.8660254037844387,555,1155,-0.9469301294951057,0.3214394653031615
3,3,3,2,13014,9,6,2019,0.9914448613738104,0.1305261922200517,1375,265,0.9153114791194471,0.40274668985873724
2,3,3,2,13591,6,6,2019,-0.5913096483635824,-0.8064446042674825,1730,1155,-0.9469301294951057,0.3214394653031615
3,3,3,2,18799,3,3,2019,0.9883615104677607,0.1521233861899168,2245,1130,-0.9762960071199335,0.21643961393810246
